time,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.0,0.0,0.0,0.0,0.0,0.04274989181772633,-0.4886334994140012,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04274989181772633,-0.4886334994140012,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.05,0.0,0.0,9.017747430889538e-06,0.0,0.4698530914067403,9.471074271220438,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.1,0.0,0.0,4.125454073627626e-05,0.0,0.9544388102771936,15.2864989826291,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.15000000000000002,0.0,0.0,0.00010033125235967845,0.0,1.4616269674144071,21.286708441873866,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.2,0.0,0.0,0.000188198082179212,0.0,1.982036418968014,27.32017413992266,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.25,0.0,0.0,0.0003031041042745391,0.0,2.498790223310323,33.17504954697249,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0004428200425742111,0.0,3.0052483431530046,38.8671444292991,0.9990482215818578,-0.043619387365336,0.0,0.0,0.0
0.35000000000000003,3.1614716200933666,-0.881347058807564,0.23935176207500017,6.128645802613186,2.9398057481298716,44.482669063703426,0.9941473269647202,-0.0505585547162039,-0.09387642286944038,0.01738223412419991,0.0
0.4,14.435867240392575,-3.275279464851272,1.3501884337835954,6.037355708049375,2.7757617069100915,50.17794596021015,0.9862273047091121,-0.06499070491012336,-0.1208037087918155,0.09240333145307983,0.0
0.45,-3.7410540852476344,-3.554594705831451,1.3344480335418905,-2.749833367011063,2.7324975501976434,55.619476704284466,0.9875296960516268,-0.08414166830260326,-0.04569569077858059,0.12496872775100477,0.0
0.5,1.9089331140664316,1.3980401117206767,-0.2524025876188778,-6.221651614968864,2.7309444723719496,61.02366800667865,0.9937497372768299,-0.09476954920671159,-0.01652148553425403,0.05663243523926687,0.0
0.55,-0.1539203569967319,1.255156692989468,-0.3420589264368812,-0.9056068508065567,3.5393401458035436,66.68087814326323,0.9920120743082333,-0.0991638405788008,-0.06456779170515901,0.0436987119107329,0.0
0.6000000000000001,1.4908835835583276,-0.14447918569471713,0.26968787999119015,-1.325983965368692,5.312621995865493,71.9629522508207,0.9895027414099237,-0.10219869552094427,-0.06938168324183484,0.07500622245249008,0.0
0.65,1.0113963884904178,0.6168311320247388,0.1822314855984616,-5.097390900106108,7.523063518648915,76.94799405089486,0.9911598854670743,-0.09868816003350814,-0.04714491670774307,0.07510050158765103,0.0
0.7000000000000001,1.633180541901913,0.8807672798190641,0.12212024340992912,-4.138011625004529,9.954324169913473,82.11266963275715,0.9915729129680502,-0.08821590647096131,-0.055337449309142035,0.07706412146725965,0.0
0.75,1.9152961130031598,0.9748959385601814,0.029196270982758135,-4.612926095229124,11.883628872705403,87.25077836061611,0.9923965077587811,-0.07758729822897392,-0.05896652751632171,0.07518198703393585,0.0
0.8,2.152474706044861,1.241613317057897,0.05430147696284604,-6.152591206101204,12.760473870025795,92.44640085000577,0.9929436022684593,-0.07284843290087897,-0.0531867306317292,0.07698883180520091,0.0
0.8500000000000001,2.400482333042775,1.3601375859596396,0.06398342764065412,-6.103360488772713,12.352344094307174,97.88463732422692,0.9923623640090401,-0.07548582198666952,-0.057108898284140536,0.07910374778832044,0.0
0.9,2.5904434585827865,1.4895884622304567,0.07640159576801576,-7.01762637341905,11.270534416964976,103.30582386381622,0.9914719169129071,-0.08511454384288918,-0.05678624896136705,0.08071105456106854,0.0
0.9500000000000001,2.849841867994284,1.617693316596407,0.09133040345860978,-7.499346909254413,10.709474547806783,108.59689613409209,0.9902764476425313,-0.09541308455236157,-0.05815274630048489,0.08286832107871213,0.0
1.0,3.190230574255626,1.8406919202515875,0.10934046115269325,-8.08913745544304,11.682214163123566,113.58767098379468,0.9895327714197967,-0.09991242634054161,-0.05878929118271483,0.0859431241649746,0.0
1.05,3.61439472474264,2.203685026403339,0.10997030877711818,-8.701165920284323,14.122095002214955,118.5527247858064,0.9896460972312585,-0.09620048339538774,-0.05877641616942926,0.08883356421820626,0.0
1.1,4.047343585435535,2.5716613508322594,0.10429646208382536,-9.347848292087125,16.68288931740546,123.23704871569235,0.9901281576400973,-0.08864045643531251,-0.05838793791582139,0.09154206485056142,0.0
1.1500000000000001,4.4423195646257385,2.86101048373958,0.10163369754632648,-9.98446467680664,17.813688685366504,128.35829257406428,0.9902299137738674,-0.08491799194539482,-0.058246664561044464,0.09402647807332801,0.0
1.2000000000000002,4.784325861759243,3.070620614198358,0.10746809457101178,-10.58930527439049,17.20795782245061,133.37738608776553,0.9896163539386476,-0.0888746411431639,-0.058721728708744404,0.09650144432239266,0.0
1.25,5.127597121149111,3.2646123175418866,0.11877779107368527,-11.137243845931845,16.34176378876591,138.38551615888414,0.9885849856862308,-0.09644095741324975,-0.059568330951397915,0.09924959323158714,0.0
1.3,5.536682008036694,3.5536648030939864,0.12822951989683823,-11.679814128992765,16.99741805215477,143.1078525811022,0.9878803293897352,-0.09999469307619759,-0.06006171621814151,0.10240169142331912,0.0
1.35,6.019498063667491,3.9602067396670932,0.13126729500265216,-12.256628881883403,19.200444543030653,147.837206398254,0.9878321997169873,-0.09699910473508193,-0.059927431766881326,0.10577060936156357,0.0
1.4000000000000001,6.490938350890767,4.346624195522641,0.13101144870574793,-12.843321601133606,21.04340492441436,152.0708350666277,0.9878862056073092,-0.09294822416184373,-0.059606176426846444,0.10903474734104152,0.0
