# d22" m40" w11mph m_release=2205ft (Data loaded from a file)
# 712 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.087,753.251,70.177,71.438,-12.916,12.951,104.652,0.03,104.652,0.017,13.363,0.961,0.65,-1.706,0.172,-1.612e-5,7.047,-0.02,76.089,0.029,2589,261,0.287,0.003,9.796,84.8,63.5,2.708,0,8.428,0.603,0.335,0.201,0.066,0.603,0.033,0.087,-4.565e-5,0,0,0,0,0.002,4.192,7.614,884.3,335.913,0.215,5.224e6,7.9,50,0.05,0.094,0.008
7.137,756.743,69.532,70.796,-12.899,12.923,105.319,0.031,105.319,0.017,13.319,0.799,0.65,-1.706,0.002,-2.225e-5,7.563,-1.604,75.745,0.028,2589,261,0.287,0.003,9.796,84.9,63.5,2.721,0,8.285,0.603,0.335,0.201,0.066,0.603,3.722e-4,-6.193e-4,1.497e-4,0,0,0,0,0.002,4.365,7.592,883.9,335.899,0.214,5.18e6,7.9,50,0.05,0.094,0.008
7.187,760.204,68.887,70.156,-12.886,12.902,105.984,0.031,105.984,0.017,13.284,0.629,0.65,-1.706,0.172,-1.503e-5,-7.162,-0.015,75.344,0.027,2589,261,0.287,0.003,9.796,84.8,63.5,2.707,0,8.143,0.603,0.335,0.201,0.066,0.603,0.034,0.095,1.11e-4,0,0,0,0,-0.002,4.501,7.569,883.5,335.886,0.212,5.135e6,7.9,50,0.05,0.095,0.008
7.237,763.632,68.243,69.519,-12.875,12.884,106.647,0.032,106.647,0.017,13.256,0.462,0.65,-1.706,0.344,-3.435e-6,-5.73,-0.008,75,0.026,2589,261,0.287,0.003,9.796,84.7,63.5,2.692,0,8.001,0.602,0.335,0.201,0.066,0.603,0.069,0.188,2.842e-4,0,0,0,0,-0.001,4.564,7.547,883.1,335.872,0.21,5.089e6,7.9,50,0.05,0.095,0.008
7.287,767.028,67.6,68.884,-12.854,12.859,107.31,0.032,107.31,0.017,13.237,0.33,0.65,-1.706,0.458,-1.064e-6,-3.323,-0.007,74.828,0.025,2589,261,0.287,0.003,9.796,84.6,63.5,2.681,0,7.856,0.602,0.335,0.201,0.066,0.603,0.097,0.261,1.079e-4,0,0,0,0,-3.648e-4,4.535,7.525,882.8,335.859,0.208,5.042e6,7.9,50,0.05,0.095,0.008
7.337,770.392,66.959,68.251,-12.755,12.765,107.971,0.032,107.971,0.017,13.218,0.499,0.65,-1.706,0.286,-1.341e-5,-0.917,-0.001,74.714,0.024,2589,261,0.287,0.003,9.796,84.7,63.5,2.695,0,7.72,0.602,0.335,0.201,0.066,0.602,0.062,0.167,1.3e-4,0,0,0,0,-2.771e-5,4.727,7.503,882.4,335.846,0.206,4.999e6,7.9,50,0.05,0.096,0.008
7.387,773.724,66.324,67.623,-12.663,12.679,108.631,0.033,108.631,0.017,13.189,0.631,0.65,-1.706,0.172,-1.588e-5,0.172,-0.004,74.714,0.024,2589,261,0.287,0.003,9.796,84.8,63.5,2.707,0,7.58,0.602,0.335,0.201,0.066,0.602,0.032,0.087,-4.305e-4,0,0,0,0,7.305e-7,4.784,7.481,882.1,335.833,0.205,4.954e6,7.9,50,0.05,0.096,0.008
7.437,777.025,65.693,66.997,-12.571,12.594,109.29,0.033,109.29,0.017,13.154,0.763,0.65,-1.706,0.003,-1.711e-5,0.688,-0.115,74.714,0.024,2589,261,0.287,0.003,9.796,84.9,63.5,2.719,0,7.441,0.602,0.335,0.201,0.066,0.602,5.741e-4,0.002,-2.819e-4,0,0,0,0,1.543e-5,4.799,7.46,881.7,335.82,0.203,4.909e6,7.9,50,0.05,0.097,0.008
7.487,780.294,65.066,66.375,-12.51,12.534,109.946,0.034,109.946,0.018,13.115,0.773,0.65,-1.706,0.026,-1.54e-5,-0.516,-0.017,74.771,0.026,2589,261,0.287,0.003,9.796,84.9,63.5,2.717,0,7.296,0.602,0.335,0.201,0.066,0.602,0.005,0.015,-1.746e-4,0,0,0,0,-8.554e-6,4.662,7.439,881.4,335.807,0.201,4.861e6,7.9,50,0.05,0.097,0.008
7.537,783.531,64.442,65.756,-12.458,12.48,110.601,0.034,110.601,0.018,13.077,0.751,0.65,-1.706,0.02,-1.476e-5,-0.401,-0.013,74.771,0.028,2589,261,0.287,0.003,9.796,84.9,63.5,2.718,0,7.151,0.602,0.335,0.201,0.066,0.602,0.004,0.012,3.638e-4,0,0,0,0,-6.554e-6,4.491,7.418,881,335.794,0.199,4.812e6,7.9,50,0.05,0.097,0.008
7.587,786.738,63.821,65.139,-12.377,12.406,111.254,0.035,111.254,0.018,13.037,0.854,0.65,-1.706,0.172,-1.563e-5,-0.115,-0.008,74.771,0.03,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,7.018,0.602,0.335,0.2,0.066,0.602,0.031,0.084,-1.843e-4,0,0,0,0,-3.756e-7,4.501,7.397,880.7,335.781,0.197,4.767e6,7.9,50,0.05,0.098,0.008
7.637,789.914,63.204,64.526,-12.295,12.333,111.905,0.035,111.905,0.018,12.991,0.967,0.65,-1.706,0.286,-1.487e-5,1.089,-0.009,74.771,0.031,2589,261,0.287,0.003,9.796,84.7,63.5,2.694,0,6.892,0.602,0.335,0.2,0.066,0.602,0.061,0.164,3.793e-4,0,0,0,0,4.47e-5,4.577,7.376,880.4,335.769,0.195,4.724e6,7.9,50,0.05,0.098,0.008
7.687,793.058,62.592,63.915,-12.212,12.262,112.553,0.035,112.553,0.018,12.94,1.097,0.65,-1.706,0.458,-1.916e-5,2.922,-0.004,74.656,0.031,2589,261,0.287,0.003,9.796,84.6,63.5,2.68,0,6.776,0.601,0.335,0.2,0.066,0.602,0.095,0.254,2.359e-4,0,0,0,0,3.216e-4,4.764,7.356,880,335.756,0.194,4.683e6,7.9,50,0.05,0.098,0.008
7.737,796.173,61.982,63.308,-12.173,12.219,113.199,0.036,113.199,0.018,12.885,1.053,0.65,-1.706,0.401,-1.599e-5,5.214,-0.002,74.485,0.031,2589,261,0.287,0.003,9.796,84.6,63.5,2.683,0,6.652,0.601,0.335,0.2,0.066,0.602,0.087,0.231,2.746e-4,0,0,0,0,0.001,4.842,7.335,879.7,335.744,0.192,4.64e6,7.9,50,0.05,0.099,0.007
7.787,799.257,61.374,62.702,-12.145,12.184,113.842,0.036,113.842,0.018,12.834,0.976,0.65,-1.706,0.344,-1.075e-5,6.933,-0.003,74.141,0.03,2589,261,0.287,0.003,9.796,84.7,63.5,2.69,0,6.532,0.601,0.335,0.2,0.066,0.601,0.069,0.185,4.186e-4,0,0,0,0,0.002,4.977,7.315,879.4,335.732,0.19,4.598e6,7.9,50,0.05,0.099,0.007
7.837,802.31,60.767,62.099,-12.17,12.19,114.482,0.037,114.482,0.018,12.791,0.705,0.65,-1.706,0.009,-2.767e-5,7.964,0.057,73.74,0.028,2589,261,0.287,0.003,9.796,84.9,63.5,2.717,0,6.402,0.601,0.335,0.2,0.066,0.601,0.002,0.002,-5.36e-5,0,0,0,0,0.003,4.905,7.295,879,335.72,0.189,4.553e6,7.9,50,0.05,0.1,0.007
7.887,805.333,60.157,61.497,-12.201,12.208,115.121,0.037,115.121,0.018,12.764,0.429,0.65,-1.706,0.344,-3.231e-5,-7.047,0.008,73.396,0.027,2589,261,0.287,0.003,9.796,84.7,63.5,2.689,0,6.275,0.601,0.335,0.2,0.066,0.601,0.07,0.19,4.548e-4,0,0,0,0,-0.002,4.793,7.276,878.7,335.708,0.187,4.507e6,7.9,50,0.05,0.1,0.007
7.937,808.326,59.547,60.896,-12.195,12.199,115.759,0.038,115.759,0.019,12.746,0.295,0.65,-1.706,0.516,-1.619e-5,-5.042,0.006,73.109,0.026,2589,261,0.287,0.003,9.796,84.5,63.5,2.675,0,6.157,0.601,0.335,0.2,0.066,0.601,0.107,0.286,3.556e-4,0,0,0,0,-0.001,4.785,7.256,878.4,335.696,0.185,4.463e6,7.9,50,0.05,0.1,0.007
# Event EJECTION_CHARGE occurred at t=7.971 seconds
7.971,810.338,59.134,60.49,-12.156,12.161,116.191,0.038,116.191,0.019,12.737,0.326,0.65,-1.706,0.458,-1.529e-5,-3.438,0.005,72.938,0.026,2589,261,0.287,0.003,9.796,84.6,63.5,2.678,0,6.081,0.601,0.335,0.2,0.066,0.601,0.099,0.266,5.275e-5,0,0,0,0,-4.996e-4,4.879,7.243,878.2,335.688,0.184,4.436e6,7.9,50,0.034,0.101,0.007
8.021,813.279,58.528,59.894,-12.091,12.097,116.827,0.038,116.827,0.019,12.717,0.391,0.65,-1.706,0.401,-1.561e-5,-1.833,0.005,72.823,0.026,2589,261,0.287,0.003,9.796,84.6,63.5,2.684,0,5.966,0.601,0.336,0.2,0.065,0.601,0.081,0.217,1.93e-4,0,0,0,0,-1.43e-4,4.959,7.224,877.9,335.677,0.182,4.394e6,7.9,50,0.05,0.101,0.007
8.071,816.191,57.925,59.301,-12.024,12.032,117.463,0.039,117.463,0.019,12.697,0.455,0.65,-1.706,0.286,-1.565e-5,-0.057,0.004,72.766,0.027,2589,261,0.287,0.003,9.796,84.7,63.5,2.692,0,5.848,0.601,0.336,0.2,0.065,0.601,0.062,0.166,-3.646e-4,0,0,0,0,-1.602e-7,4.941,7.205,877.6,335.665,0.18,4.351e6,7.9,50,0.05,0.102,0.007
8.121,819.072,57.327,58.71,-11.912,11.931,118.097,0.039,118.097,0.019,12.67,0.677,0.65,-1.706,0.019,-1.479e-5,-0.63,-0.016,72.766,0.028,2589,261,0.287,0.003,9.796,84.9,63.5,2.715,0,5.743,0.601,0.336,0.2,0.065,0.601,0.004,0.01,3.343e-5,0,0,0,0,-1.759e-5,5.115,7.187,877.3,335.654,0.179,4.312e6,7.9,50,0.05,0.102,0.007
8.171,821.923,56.734,58.123,-11.818,11.848,118.729,0.04,118.729,0.019,12.63,0.842,0.65,-1.706,0.286,-1.483e-5,0.344,-0.006,72.823,0.029,2589,261,0.287,0.003,9.796,84.7,63.5,2.694,0,5.638,0.6,0.336,0.2,0.065,0.601,0.055,0.149,1.757e-4,0,0,0,0,5.287e-6,5.23,7.168,876.9,335.643,0.177,4.272e6,7.9,50,0.05,0.103,0.007
8.221,824.745,56.144,57.538,-11.774,11.803,119.36,0.04,119.36,0.019,12.588,0.832,0.65,-1.706,0.286,-1.506e-5,1.318,-0.009,72.766,0.03,2589,261,0.287,0.003,9.796,84.7,63.5,2.693,0,5.521,0.6,0.336,0.199,0.065,0.601,0.057,0.154,4.776e-4,0,0,0,0,8.182e-5,5.13,7.15,876.6,335.632,0.175,4.227e6,7.9,50,0.05,0.103,0.007
8.271,827.538,55.557,56.956,-11.73,11.759,119.988,0.041,119.988,0.019,12.547,0.827,0.65,-1.706,0.286,-1.715e-5,2.406,-0.012,72.651,0.031,2589,261,0.287,0.003,9.796,84.7,63.5,2.692,0,5.41,0.6,0.336,0.199,0.065,0.6,0.06,0.16,2.708e-4,0,0,0,0,2.655e-4,5.099,7.132,876.4,335.621,0.174,4.185e6,7.9,50,0.05,0.103,0.007
8.321,830.301,54.971,56.376,-11.697,11.724,120.614,0.041,120.614,0.019,12.505,0.791,0.65,-1.706,0.229,-1.815e-5,3.61,-0.012,72.536,0.032,2589,261,0.287,0.003,9.796,84.7,63.5,2.695,0,5.301,0.6,0.336,0.199,0.065,0.6,0.052,0.139,-2.17e-4,0,0,0,0,6.218e-4,5.077,7.114,876.1,335.61,0.172,4.142e6,7.9,50,0.05,0.104,0.007
8.371,833.035,54.387,55.798,-11.68,11.701,121.239,0.041,121.239,0.02,12.468,0.7,0.65,-1.706,0.115,-5.521e-6,4.24,-0.022,72.307,0.032,2589,261,0.287,0.003,9.796,84.8,63.5,2.705,0,5.19,0.6,0.336,0.199,0.065,0.6,0.026,0.07,-4.586e-5,0,0,0,0,8.731e-4,5.003,7.096,875.8,335.599,0.17,4.099e6,7.9,50,0.05,0.104,0.007
8.421,835.74,53.803,55.221,-11.687,11.699,121.861,0.042,121.861,0.02,12.436,0.536,0.65,-1.706,0.115,-1.281e-5,-4.526,-0.023,72.078,0.032,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,5.076,0.6,0.336,0.199,0.065,0.6,0.023,0.064,4.825e-4,0,0,0,0,-0.001,4.83,7.078,875.5,335.588,0.168,4.054e6,7.9,50,0.05,0.105,0.007
8.471,838.415,53.218,54.647,-11.716,11.72,122.483,0.042,122.483,0.02,12.416,0.299,0.65,-1.706,0.458,-1.42e-5,-3.266,-0.006,71.906,0.032,2589,261,0.287,0.003,9.796,84.5,63.5,2.676,0,4.958,0.6,0.336,0.199,0.065,0.6,0.1,0.267,-2.543e-4,0,0,0,0,-5.481e-4,4.489,7.061,875.2,335.578,0.166,4.005e6,7.9,50,0.05,0.105,0.006
8.521,841.062,52.632,54.074,-11.662,11.667,123.103,0.043,123.103,0.02,12.403,0.34,0.65,-1.706,0.401,-1.406e-5,-1.146,-0.006,71.792,0.031,2589,261,0.287,0.003,9.796,84.6,63.5,2.681,0,4.857,0.6,0.336,0.199,0.065,0.6,0.085,0.228,4.914e-4,0,0,0,0,-6.771e-5,4.5,7.044,874.9,335.567,0.165,3.964e6,7.9,50,0.05,0.105,0.006
8.571,843.679,52.052,53.504,-11.568,11.58,123.723,0.043,123.723,0.02,12.38,0.513,0.65,-1.706,0.115,-1.717e-5,-0.802,0.001,71.734,0.03,2589,261,0.287,0.003,9.796,84.8,63.5,2.706,0,4.765,0.6,0.336,0.199,0.065,0.6,0.024,0.065,4.411e-4,0,0,0,0,-3.574e-5,4.689,7.027,874.6,335.557,0.163,3.928e6,7.9,50,0.05,0.106,0.006
8.621,846.267,51.475,52.936,-11.503,11.518,124.341,0.044,124.341,0.02,12.353,0.589,0.65,-1.706,0.03,-1.509e-5,0.286,0.008,71.734,0.03,2589,261,0.287,0.003,9.796,84.8,63.5,2.713,0,4.667,0.6,0.336,0.199,0.065,0.6,0.006,0.017,2.031e-4,0,0,0,0,4.061e-6,4.685,7.01,874.4,335.547,0.162,3.887e6,7.9,50,0.05,0.106,0.006
8.671,848.826,50.902,52.372,-11.418,11.442,124.958,0.044,124.958,0.02,12.32,0.739,0.65,-1.706,0.286,-1.487e-5,0.974,0.002,71.677,0.03,2589,261,0.287,0.003,9.796,84.7,63.5,2.689,0,4.579,0.6,0.336,0.199,0.065,0.6,0.063,0.17,1.381e-4,0,0,0,0,5.498e-5,4.834,6.993,874.1,335.537,0.16,3.85e6,7.9,50,0.05,0.106,0.006
8.721,851.357,50.333,51.809,-11.348,11.379,125.573,0.045,125.573,0.02,12.28,0.841,0.65,-1.706,0.516,-1.554e-5,2.292,-9.196e-5,71.62,0.03,2589,261,0.287,0.003,9.795,84.5,63.5,2.673,0,4.492,0.599,0.336,0.199,0.065,0.6,0.105,0.279,7.232e-5,0,0,0,0,2.963e-4,4.949,6.977,873.8,335.527,0.159,3.812e6,7.9,50,0.05,0.107,0.006
8.771,853.86,49.767,51.249,-11.313,11.343,126.186,0.045,126.186,0.021,12.237,0.831,0.65,-1.706,0.516,-1.058e-5,4.183,-0.002,71.448,0.03,2589,261,0.287,0.003,9.795,84.5,63.5,2.672,0,4.399,0.599,0.336,0.199,0.065,0.6,0.106,0.281,2.428e-6,0,0,0,0,0.001,4.962,6.96,873.6,335.517,0.157,3.772e6,7.9,50,0.05,0.107,0.006
8.821,856.334,49.201,50.691,-11.32,11.341,126.797,0.046,126.797,0.021,12.199,0.679,0.65,-1.706,0.229,-1.078e-5,5.329,-0.001,71.219,0.031,2589,261,0.287,0.003,9.795,84.7,63.5,2.693,0,4.295,0.599,0.336,0.199,0.065,0.599,0.053,0.141,1.874e-4,0,0,0,0,0.002,4.788,6.944,873.3,335.507,0.155,3.728e6,7.9,50,0.05,0.108,0.006
8.871,858.78,48.634,50.134,-11.363,11.371,127.406,0.046,127.406,0.021,12.17,0.423,0.65,-1.706,0.229,-1.462e-5,-5.672,0.011,70.932,0.032,2589,261,0.287,0.003,9.795,84.7,63.5,2.697,0,4.185,0.599,0.336,0.199,0.065,0.599,0.043,0.119,2.709e-4,0,0,0,0,-0.002,4.448,6.928,873,335.498,0.153,3.68e6,7.9,50,0.05,0.108,0.006
8.921,861.197,48.065,49.578,-11.386,11.388,128.014,0.047,128.014,0.021,12.156,0.242,0.65,-1.706,0.573,-1.053e-5,-3.953,0.006,70.703,0.033,2589,261,0.287,0.003,9.795,84.5,63.5,2.668,0,4.084,0.599,0.336,0.198,0.065,0.6,0.115,0.308,3.302e-4,0,0,0,0,-9.574e-4,4.172,6.913,872.8,335.488,0.151,3.634e6,7.9,50,0.05,0.108,0.006
8.971,863.586,47.497,49.024,-11.354,11.356,128.621,0.047,128.621,0.021,12.143,0.232,0.65,-1.706,0.573,-1.222e-5,-2.636,0.005,70.531,0.034,2589,261,0.287,0.003,9.795,84.5,63.5,2.667,0,3.995,0.599,0.336,0.198,0.065,0.6,0.119,0.317,-6.334e-6,0,0,0,0,-4.478e-4,4.141,6.897,872.5,335.479,0.15,3.594e6,7.9,50,0.05,0.109,0.006
9.021,865.947,46.929,48.472,-11.317,11.32,129.228,0.048,129.228,0.021,12.133,0.228,0.65,-1.706,0.573,-1.566e-5,-0.688,0.005,70.417,0.035,2589,261,0.287,0.003,9.795,84.5,63.5,2.666,0,3.902,0.599,0.336,0.198,0.065,0.6,0.119,0.317,2.482e-5,0,0,0,0,-3.302e-5,4.026,6.882,872.3,335.469,0.148,3.552e6,7.9,50,0.05,0.109,0.006
9.071,868.279,46.365,47.923,-11.232,11.238,129.835,0.048,129.835,0.021,12.119,0.374,0.65,-1.706,0.286,-1.546e-5,0.458,0.004,70.417,0.036,2589,261,0.287,0.003,9.795,84.7,63.5,2.692,0,3.819,0.599,0.336,0.198,0.065,0.599,0.054,0.146,1.395e-5,0,0,0,0,1.532e-5,4.133,6.867,872,335.46,0.146,3.516e6,7.9,50,0.05,0.11,0.006
9.121,870.583,45.806,47.376,-11.119,11.136,130.44,0.049,130.44,0.021,12.095,0.61,0.65,-1.706,0.229,-1.451e-5,-0.63,0.002,70.474,0.036,2589,261,0.287,0.003,9.795,84.7,63.5,2.692,0,3.749,0.599,0.336,0.198,0.065,0.599,0.053,0.141,7.441e-5,0,0,0,0,-2.534e-5,4.396,6.852,871.8,335.451,0.145,3.483e6,7.9,50,0.05,0.11,0.006
9.171,872.86,45.253,46.832,-11.031,11.058,131.044,0.049,131.044,0.021,12.058,0.777,0.65,-1.706,0.63,-1.417e-5,0.974,2.667e-4,70.474,0.036,2589,261,0.287,0.003,9.795,84.4,63.5,2.661,0,3.679,0.599,0.336,0.198,0.065,0.599,0.132,0.352,-3.132e-4,0,0,0,0,6.528e-5,4.578,6.837,871.5,335.442,0.144,3.449e6,7.9,50,0.05,0.11,0.006
9.221,875.109,44.703,46.29,-10.992,11.02,131.646,0.05,131.646,0.022,12.019,0.79,0.65,-1.706,0.688,-1.656e-5,2.521,-5.388e-4,70.359,0.036,2589,261,0.287,0.003,9.795,84.4,63.5,2.655,0,3.596,0.599,0.336,0.198,0.065,0.6,0.146,0.387,8.598e-5,0,0,0,0,4.56e-4,4.538,6.822,871.3,335.433,0.142,3.409e6,7.9,50,0.05,0.111,0.005
9.271,877.33,44.154,45.75,-10.94,10.973,132.246,0.05,132.246,0.022,11.979,0.849,0.65,-1.706,0.859,-1.613e-5,4.469,3.5e-4,70.187,0.035,2589,261,0.287,0.003,9.795,84.3,63.5,2.643,0,3.525,0.599,0.336,0.198,0.065,0.6,0.179,0.472,-1.645e-4,0,0,0,0,0.001,4.668,6.808,871.1,335.424,0.141,3.374e6,7.9,50,0.05,0.111,0.005
9.321,879.524,43.608,45.212,-10.916,10.947,132.844,0.05,132.844,0.022,11.935,0.822,0.65,-1.706,0.802,-1.494e-5,6.933,0.003,69.901,0.035,2589,261,0.287,0.003,9.795,84.3,63.5,2.645,0,3.449,0.599,0.336,0.198,0.065,0.6,0.172,0.452,4.839e-4,0,0,0,0,0.004,4.73,6.794,870.8,335.416,0.139,3.338e6,7.9,50,0.05,0.111,0.005
9.371,881.691,43.062,44.676,-10.921,10.944,133.439,0.051,133.439,0.022,11.898,0.711,0.65,-1.706,0.573,-1.706e-5,8.365,0.006,69.5,0.034,2589,261,0.287,0.003,9.795,84.5,63.5,2.664,0,3.365,0.598,0.336,0.198,0.065,0.599,0.124,0.324,4.47e-4,0,0,0,0,0.005,4.688,6.78,870.6,335.407,0.138,3.298e6,7.9,50,0.05,0.112,0.005
9.421,883.83,42.517,44.141,-10.9,10.921,134.033,0.051,134.033,0.022,11.863,0.688,0.65,-1.706,0.573,2.178e-6,9.798,0.008,69.041,0.033,2589,261,0.287,0.003,9.795,84.5,63.5,2.667,0,3.298,0.598,0.336,0.198,0.064,0.599,0.115,0.298,-4.885e-4,0,0,0,0,0.007,4.871,6.766,870.4,335.399,0.136,3.265e6,7.9,50,0.05,0.112,0.005
9.471,885.943,41.972,43.607,-10.872,10.894,134.626,0.052,134.626,0.022,11.829,0.687,0.65,-1.706,0.573,-2.653e-5,11.058,0.006,68.526,0.033,2589,261,0.287,0.003,9.795,84.5,63.5,2.667,0,3.237,0.598,0.336,0.198,0.064,0.599,0.115,0.299,-3.956e-4,0,0,0,0,0.009,5.138,6.752,870.1,335.391,0.135,3.235e6,7.9,50,0.05,0.112,0.005
9.521,888.028,41.429,43.075,-10.883,10.899,135.216,0.052,135.216,0.022,11.795,0.579,0.65,-1.706,0.286,-2.891e-5,12.319,0.015,67.953,0.033,2589,261,0.287,0.003,9.795,84.6,63.5,2.688,0,3.165,0.598,0.336,0.198,0.064,0.598,0.061,0.152,-2.79e-4,0,0,0,0,0.012,5.23,6.738,869.9,335.382,0.134,3.2e6,7.9,50,0.05,0.113,0.005
9.571,890.086,40.883,42.544,-10.952,10.957,135.805,0.053,135.805,0.022,11.773,0.325,0.65,-1.706,0.344,-2.157e-6,-12.089,0.019,67.323,0.033,2589,261,0.287,0.003,9.795,84.6,63.5,2.682,0,3.08,0.598,0.336,0.198,0.064,0.598,0.075,0.213,1.593e-4,0,0,0,0,-0.012,4.99,6.725,869.7,335.374,0.132,3.156e6,7.9,50,0.05,0.113,0.005
9.621,892.116,40.334,42.014,-10.961,10.963,136.394,0.053,136.394,0.022,11.761,0.244,0.65,-1.706,0.573,-9.442e-6,-10.542,0.012,66.75,0.033,2589,261,0.287,0.003,9.795,84.4,63.5,2.663,0,3.014,0.598,0.336,0.198,0.064,0.599,0.123,0.336,4.516e-4,0,0,0,0,-0.009,5.06,6.712,869.5,335.366,0.13,3.121e6,7.9,50,0.05,0.113,0.005
9.671,894.119,39.788,41.486,-10.917,10.921,136.981,0.054,136.981,0.023,11.746,0.296,0.65,-1.706,0.458,-2.468e-5,-9.798,0.009,66.234,0.033,2589,261,0.287,0.003,9.795,84.5,63.5,2.674,0,2.959,0.598,0.336,0.198,0.064,0.599,0.096,0.266,-3.588e-4,0,0,0,0,-0.008,5.375,6.699,869.3,335.358,0.129,3.093e6,7.9,50,0.05,0.114,0.005
9.721,896.095,39.242,40.959,-10.907,10.91,137.568,0.055,137.568,0.023,11.733,0.261,0.65,-1.706,0.573,-1.508e-5,-8.48,0.004,65.776,0.034,2589,261,0.287,0.003,9.795,84.5,63.5,2.665,0,2.893,0.598,0.336,0.198,0.064,0.599,0.118,0.322,-2.04e-4,0,0,0,0,-0.006,5.436,6.686,869.1,335.351,0.128,3.058e6,7.9,50,0.05,0.114,0.005
9.771,898.043,38.697,40.433,-10.877,10.88,138.155,0.055,138.155,0.023,11.72,0.272,0.65,-1.706,0.516,-1.374e-5,-7.334,0.002,65.432,0.034,2589,261,0.287,0.003,9.795,84.5,63.5,2.667,0,2.831,0.598,0.336,0.198,0.064,0.599,0.113,0.306,-9.443e-5,0,0,0,0,-0.005,5.552,6.673,868.9,335.343,0.126,3.025e6,7.9,50,0.05,0.115,0.005
9.821,899.965,38.154,39.91,-10.855,10.859,138.74,0.056,138.74,0.023,11.706,0.26,0.65,-1.706,0.573,-1.583e-5,-6.303,4.372e-4,65.088,0.035,2589,261,0.287,0.003,9.795,84.5,63.5,2.664,0,2.765,0.598,0.336,0.198,0.064,0.599,0.12,0.323,-4.45e-4,0,0,0,0,-0.004,5.569,6.661,868.6,335.335,0.125,2.989e6,7.9,50,0.05,0.115,0.005
9.871,901.859,37.612,39.388,-10.832,10.835,139.325,0.056,139.325,0.023,11.694,0.251,0.65,-1.706,0.573,-1.481e-5,-4.927,1.918e-4,64.802,0.035,2589,261,0.287,0.003,9.795,84.4,63.5,2.662,0,2.697,0.598,0.336,0.198,0.064,0.599,0.125,0.336,2.051e-5,0,0,0,0,-0.002,5.534,6.648,868.4,335.328,0.123,2.952e6,7.9,50,0.05,0.115,0.005
9.921,903.726,37.072,38.868,-10.789,10.793,139.91,0.057,139.91,0.023,11.68,0.286,0.65,-1.706,0.458,-1.524e-5,-4.011,-2.862e-4,64.572,0.035,2589,261,0.287,0.003,9.795,84.5,63.5,2.671,0,2.633,0.598,0.336,0.197,0.064,0.598,0.101,0.271,-3.19e-4,0,0,0,0,-0.002,5.568,6.636,868.2,335.32,0.122,2.917e6,7.9,50,0.05,0.116,0.005
9.971,905.566,36.533,38.35,-10.738,10.743,140.493,0.057,140.493,0.023,11.665,0.337,0.65,-1.706,0.286,-1.07e-5,-3.037,-0.004,64.4,0.036,2589,261,0.287,0.003,9.795,84.6,63.5,2.686,0,2.569,0.598,0.336,0.197,0.064,0.598,0.064,0.174,-1.089e-4,0,0,0,0,-9.081e-4,5.601,6.624,868.1,335.313,0.121,2.883e6,7.9,50,0.05,0.116,0.005
10.021,907.379,35.998,37.835,-10.709,10.715,141.076,0.058,141.076,0.023,11.646,0.335,0.65,-1.706,0.286,-1.695e-5,-2.865,-9.74e-4,64.229,0.036,2589,261,0.287,0.003,9.795,84.6,63.5,2.687,0,2.501,0.598,0.336,0.197,0.064,0.598,0.061,0.165,-2.913e-4,0,0,0,0,-8.338e-4,5.496,6.613,867.9,335.306,0.119,2.844e6,7.9,50,0.05,0.116,0.005
10.071,909.166,35.462,37.321,-10.709,10.713,141.658,0.058,141.658,0.024,11.632,0.268,0.65,-1.706,0.516,-1.388e-5,-1.833,8.973e-5,64.114,0.036,2589,261,0.287,0.003,9.795,84.5,63.5,2.67,0,2.424,0.598,0.336,0.197,0.064,0.598,0.103,0.274,1.226e-4,0,0,0,0,-3.389e-4,5.186,6.601,867.7,335.299,0.117,2.799e6,7.9,50,0.05,0.117,0.004
