time,xhat_0,xhat_1,xhat_2,xhat_3,xhat_4,xhat_5,xhat_6,xhat_7,xhat_8,xhat_9,input_0
0.0,-0.0014606926401253039,-0.002546977417521762,-0.001611918176691406,0.0,0.04274989181772633,-0.4886334994140012,0.999046583697309,-0.04365687540094722,2.884601734581631e-05,9.32395704996779e-07,0.13193722976182826
0.0,0.0008113664888896579,0.0005427481242999942,-0.0008875242751431042,0.0,0.04274989181772633,-0.4886334994140012,0.9990449322442763,-0.043694658639618064,-1.2321728575340161e-05,-3.401736077845807e-06,0.07264481280874194
0.05,0.0011142033145199704,-0.0034678328563939862,-0.0020448557459553872,0.0,0.4698558956598849,9.47110632398055,0.9990490286807797,-0.04360084976345903,-6.47437000799467e-05,-3.8492667966477874e-07,0.16737354665203058
0.1,0.003409396778132668,-0.0016932164388120217,0.0019887954180099385,0.0,0.9544448505029192,15.286568022725069,0.9990515417642053,-0.043543225156697896,6.601263327452123e-05,9.156952556295172e-06,-0.16278474769157872
0.15000000000000002,0.0018422163902114199,-0.0015431136296806573,-0.0031075043937566094,0.0,1.4616368394346946,21.286821279582092,0.9990519048991651,-0.043534939579892,-1.857047988347543e-05,-2.8743704805170306e-06,0.254351363211435
0.2,0.0012346586835672022,-0.003309156045132289,0.0018957368249343646,0.0,1.9820509042079648,27.320339706972916,0.9990527508077237,-0.043515409980501574,0.00010082031061140521,-5.745796158073729e-06,-0.1551662662279197
0.25,-0.0010896993535484314,-0.0017360803550776434,0.0008099095167740201,0.0,2.498810795669297,33.175284690111546,0.9990551332694406,-0.043460654552784375,0.00011018447928172005,7.2941258264747895e-06,-0.06629009985780815
0.30000000000000004,-0.0024876221826353913,-0.0025795259188640704,0.0022832570046112015,0.0,3.0052765721113843,38.86746708776985,0.9990533147254691,-0.0435025779747278,-6.645519398705873e-06,-1.2010425921493844e-06,-0.18687486989372187
0.35000000000000003,0.29645474464824806,-0.6010974194527283,0.0037455561221174374,5.45564421077031,2.9528432053633287,44.48106496507549,0.9951298034820121,-0.05006103366723557,-0.08482828250319914,0.003837918391189762,-0.3065327894747565
0.4,0.49740722212214955,-0.6051473241645797,0.017320655795837584,6.051582608140782,2.773708467090355,50.17380429695602,0.9900544240015983,-0.060924442321673856,-0.1266538473278444,0.006265205480388594,-1.4172512014635876
0.45,0.39144328691885594,0.06246204255673916,0.02514406350054059,-1.0856726615476695,2.643013632591478,55.67556782198869,0.9942351728447736,-0.07444885884006151,-0.07706667846734964,0.0038099298872943843,-2.0565918917594743
0.5,0.39045708203583274,0.563329566715987,0.014875826983787364,-6.616369738454289,2.8045595962660794,60.99088090804895,0.9959483837349573,-0.08699750482846971,-0.02276312730528198,-0.0003018685641429143,-1.215697513388038
0.55,0.6737139173003681,0.41561579280913724,0.006442043101931629,-3.4469110789670028,3.538565763922196,66.55704497795912,0.9944522836504249,-0.09591121199848937,-0.04319109491543208,0.00047357728184414235,-0.5254981858271288
0.6000000000000001,0.9695393067843168,0.28187212727407485,0.013361973125654073,-0.23116550799779434,5.0289065559724015,72.04515294328837,0.99204914657856,-0.09860980080596743,-0.07811514721831996,0.0035527078149110375,-1.0857279306247358
